Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units
CHEMBL303786,,COc1cc(Nc2c(C#N)cnc3cc(-c4csc(CN5CCN(C)CC5)c4)ccc23)c(Cl)cc1Cl,IC50,'=',69.0,nM
CHEMBL277931,,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,IC50,'=',15700.0,nM
CHEMBL305856,,COC(=O)c1cc(C[C@@H](NC(C)=O)C(=O)N[C@H]2CCCCN(Cc3ccc(-c4ccccc4)cc3)C2=O)ccc1C(C(=O)O)C(=O)O,IC50,'=',7.0,nM
CHEMBL199016,,COc1ncc(Cl)c(Nc2ncnc3cc(OCCN4CCN(C(C)=O)CC4)cc(OC(C)C)c23)n1,IC50,'=',15.0,nM
CHEMBL371688,,COc1ccc(Cl)c(Nc2ncnc3cc(OCCN4CCN(C)CC4)cc(OC(C)C)c23)n1,IC50,'=',7.0,nM
CHEMBL425209,,COc1ccc(Cl)c(Nc2ncnc3cc(OCCN4CCOCC4)cc(OC(C)C)c23)n1,IC50,'=',120.0,nM
CHEMBL198868,,COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1F,IC50,'=',0.48,nM
CHEMBL219260,,COc1cc(Nc2c(C#N)cnc3cc(-c4coc(CN5CCN(C)CC5)c4)ccc23)c(Cl)cc1Cl,IC50,'=',46.0,nM
CHEMBL53596,,CN1CCC(n2cc(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)CC1,IC50,'>',100000.0,nM
CHEMBL4076024,,COCC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,IC50,'=',55.0,nM
CHEMBL79241,,COc1ccccc1-c1cc2cnc(N)nc2nc1NC(=O)NC(C)(C)C,IC50,'=',10430.0,nM
